title,short_description,full_description,price,images/0,images/1,url,images/2,images/3
Nowoczesne metody terapeutyczno-rehabilitacyjne w pracy z dziećmi i młodzieżą z zaburzeniami kurs online,"Szkolenie ma na celu zaznajomić uczestników z nowoczesnymi metodami  terapeutyczno – rehabilitacyjnymi, które można wykorzystać w pracy z  dziećmi i młodzieżą, a nawet dorosłymi i seniorami z zaburzeniami.","Cel szkolenia:    jest zdobycie wiedzy dotyczącej nowoczesnych metod terapeutyczno-rehabilitacyjnych do wykorzystania w procesie terapeutycznym i leczniczym w kontakcie z dziećmi, młodzieżą jak również osobami dorosłymi przejawiającymi różnego rodzaju zaburzenia psychofizyczne.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",59.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Nowoczesne-metody-terapeutyczno-rehabilitacyjne-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Nowoczesne-metody-100x100.jpg,https://www.kursyzdalne.com/produkt/nowoczesne-metody-terapeutyczno-kurs-online/,,
Organizowanie i prowadzenie grup wsparcia z elementami psychoterapii,Dostarczenie niezbędnej wiedzy pozwalającej zrozumieć jak organizować i prowadzić grupy wsparcia.,"Cel szkolenia:   jest dostarczenie niezbędnej wiedzy pozwalającej zrozumieć jak organizować i prowadzić grupy wsparcia. Uczestnik szkolenia zdobędzie również podstawową wiedzę związaną z interwencją kryzysową oraz podstawami psychoterapii.
Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
 
",249.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Organizacja-i-prowadzenie-grup-wsparcia--100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Program-grupy-wsparcia-724x1024-1-100x100.png,https://www.kursyzdalne.com/produkt/organizowanie-i-prowadzenie-grup-wsparcia-z-elementami-psychoterapii/,,
Podstawowe techniki poznawczo-behawioralne w profilaktyce i terapii kurs online,Szkolenie omawia techniki poznawczo-behawioralne oraz jej zastosowanie w procesie profilaktycznym i terapeutycznym.,"Cel szkolenia: jest zdobycie wiedzy do stosowania technik poznawczo-behawioralnych mających zastosowanie w szeroko pojętej profilaktyce oraz terapii. Szkolenie ma charakter doskonalący – nie nadaje kwalifikacji do diagnozowania i terapii.
Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje  w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",99.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Techniki-poznawczo-behawioralne-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/plan-techniki-beh-724x1024-1-100x100.jpg,https://www.kursyzdalne.com/produkt/podstawowe-techniki-poznawczo-behawioralne-w-profilaktyce-i-terapii-kurs-online/,,
Podstawy kształcenia integracyjnego z projektowaniem działań wychowawczych kurs online,"Uczestnik pozna podstawy kształcenia integracyjnego, kierunki i formy kształcenia integracyjnego, warunki jego efektywności i proces rewalidacji dzieci z upośledzeniem umysłowym. Zdobędzie umiejętność projektowania działań wychowawczych oraz opiekuńczych.","Cel szkolenia:  Uczestnik pozna podstawy kształcenia integracyjnego, kierunki i formy kształcenia integracyjnego, warunki jego efektywności i proces rewalidacji dzieci z upośledzeniem umysłowym. Zdobędzie umiejętność projektowania działań wychowawczych oraz opiekuńczych.
Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",149.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Kształcenie-integracyjne-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Ksztalcenie-integracyjne-program-100x100.png,https://www.kursyzdalne.com/produkt/podstawy-ksztalcenia-integracyjnego-kurs-online/,,
"Podstawy muzykoterapii, arteterapii, choreoterapii z elementami technik twórczego myślenia w procesie terapeutycznym osób niepełnosprawnych kurs online","Przedstawienie podstaw muzykoterapii, arteterapii i choreografii z elementami technik twórczego myślenia w procesie terapeutycznym osób niepełnosprawnych.","Cel szkolenia:  było przedstawienie podstaw muzykoterapii, arteterapii i choreografii z elementami technik twórczego myślenia w procesie terapeutycznym osób niepełnosprawnych. W szkoleniu zawarto również wiedzę z zakresu zagadnienia dobrostanu psychicznego, a także wybranych problemów psychiatrii i psychopatologii.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",149.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Muzykoterapia-arteterapia-choreoterapia-z-twórczym-myśleniem-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Arteterapia-prigram-100x100.png,https://www.kursyzdalne.com/produkt/podstawy-muzykoterapii-arteterapii-choreoterapii/,,
"Podstawy muzykoterapii, choreoterapii, chromoterapii w terapii osób niepełnosprawnych intelektualnie kurs online",Jest zdobycie wiedzy teoretycznej w zakresie muzykoterapii. Celem szkolenia jest dostarczenie podstawowych zasad pracy terapeutycznej z osobami niepełnosprawnymi intelektualnie.,"Cel szkolenia:   jest zdobycie wiedzy teoretycznej w zakresie muzykoterapii. Celem szkolenia jest dostarczenie podstawowych zasad pracy terapeutycznej z osobami niepełnosprawnymi intelektualnie.  Uczestnik szkolenia pozna również elementy choreoterapii i chromoterapii. Szkolenie zostało wzbogacone o wybrane metody pracy z osobami niepełnosprawnymi intelektualnie.
Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień do bycia terapeutą.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",129.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Muzykoterapia-choreoterapia-chromoterapia-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Muzykoterapia-program1-100x100.jpg,https://www.kursyzdalne.com/produkt/podstawy-muzykoterapii-choreoterapii-kurs-online/,,
"Podstawy neuropsychologii, neurobiologii, neurodydaktyki, neurologii dziecięcej i zaburzeń neurorozwojowych","Przybliżenie zagadnień neuropsychologii, neurobiologii, neurodydaktyki, neurologii dziecięcej oraz zaburzeń neurorozwojowych.","Cel szkolenia:   jest przybliżenie zagadnień neuropsychologii, neurobiologii, neurodydaktyki, neurologii dziecięcej oraz zaburzeń neurorozwojowych.
Dodatkowe informacje: Szkolenie doskonalące.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",349.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/10/5-x-neuro--100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/10/5-neuro-program-724x1024-1-100x100.png,https://www.kursyzdalne.com/produkt/podstawy-neuropsychologii-neurobiologii/,,
Podstawy oligofrenopedagogiki i zaburzeń neurorozwojowych z elementami diagnostyki psychopedagogicznej kurs online,"Szkolenie dostarcza wiedzy związanej z oligofrenopedagogiką, metodami pracy z dziećmi z lekkim i głębokim upośledzeniem umysłowym. ","Cel szkolenia:   przedstawienie podstaw oligofrenopedagogiki, metod pracy z dziećmi z lekkim i głębokim upośledzeniem umysłowym. W szkoleniu omówiono tematykę mózgowego porażenia dziecięcego, ADHD, autyzmu, zespołu Aspergera. Szkolenie zawiera elementy diagnostyki pedagogicznej, pojęcie diagnozy, etapy i funkcje diagnozy.
Dodatkowe informacje: Szkolenie ma charakter doskonalący – nie nadaje kwalifikacji do diagnozowania i terapii.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",179.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Oligofrenopedagogika-i-zaburzenia-neurorozwojowe-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Oligofrenopedagogika-program-100x100.jpg,https://www.kursyzdalne.com/produkt/podstawy-oligofrenopedagogikii-kurs-online/,,
Podstawy pracy socjoterapeutycznej kurs online,Uzyskanie wiedzy o specyfice socjoterapii oraz stosowanych w niej narzędziach.,"Cel szkolenia:   uzyskanie podstawowej wiedzy co do specyfiki zaburzeń zachowania, ich przyczyn, zaburzeń i kontroli. Uzyskanie wiedzy o specyfice socjoterapii oraz stosowanych w niej narzędziach. W szkoleniu omówiono również społeczności korekcyjne w odniesieniu do procesu socjoterapii. Zawarto także specyfikę pracy w zawodzie socjoterapeuty. W szkoleniu zawarto także informacje o etycznym wymiarze pracy socjoterapeutycznej.
Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",199.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-socjoterapeutyczna-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/socjoterapia-program-100x100.png,https://www.kursyzdalne.com/produkt/podstawy-pracy-socjoterapeutycznej-kurs-online/,,
Podstawy profesjonalnej pomocy psychologicznej i interwencji dla osób w kryzysie i traumie – kurs online,Szkolenie ma na celu przygotowanie uczestnika do pomocy osobom znajdującym się w kryzysie oraz traumie.,"Celem szkolenia:  zdobycie wiedzy oraz umiejętności przygotowujących do prowadzenia skutecznej rozmowy psychologicznej, która ma zastosowanie w pomocy osobom znajdującym się w kryzysie, stresie jak również traumie. Szkolenie ma charakter doskonalący – nie nadaje uprawnień terapeuty
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  
Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",129.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/05/Pomoc-psychologiczna-z-interwencją-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/05/plan-pomoc-psychologiczna-724x1024-1-100x100.jpg,https://www.kursyzdalne.com/produkt/podstawy-profesjonalnej-pomocy-psychologicznej-i-interwencji-dla-osob-w-kryzysie-i-traumie-kurs-online/,,
Podstawy terapii uzależnień z elementami mindfulness – treningu uważności kurs online,"Szkolenie  dostarcza wiedzy o podstawach teoretycznych o uzależnieniach, jego rodzajach i podstawach pracy terapeutycznej.","Cel szkolenia:   Uczestnik szkolenia pozna podstawy teoretyczne uzależnienia, jego rodzaje i podstawy terapeutyczne. Omówione zostaną formy terapii i leczenia uzależnień. Dodatkowo omówiony zostanie przykładowy program terapii uzależnień. W szkoleniu poruszono kwestię treningu uważności, wraz z podstawami teoretycznymi i metodycznymi.
Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień terapeutycznych. Nie nadaje uprawnień do zawodu instruktora terapii uzależnień.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",189.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Terapia-uzależnień-z-mindfulness-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Terapia-uzaleznien-program-100x100.jpg,https://www.kursyzdalne.com/produkt/podstawy-terapii-uzaleznien-kurs-online/,,
Podstawy terapii w promocji zdrowia psychicznego z treningiem regulacji emocji kurs online,Jest zapoznanie się z teoretycznymi podstawami psychoterapii oraz terapii poznawczo-behawioralnej w promocji zdrowia psychicznego.,"Cel szkolenia:   jest zapoznanie się z teoretycznymi podstawami psychoterapii oraz terapii poznawczo-behawioralnej w promocji zdrowia psychicznego.  Uczestnik szkolenia zdobędzie wiedzę na temat kryzysów psychicznych oraz suicydalnych.
Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",119.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Terapia-w-promocji-zdrowia-psychicznego-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Terapia-zdrowia-program-100x100.png,https://www.kursyzdalne.com/produkt/podstawy-terapii-w-promocji-zdrowia-psychicznego-z-treningiem-regulacji-emocji-kurs-online/,,
"Podstawy wczesnego wspomagania rozwoju, integracji sensorycznej, EEG Biofeedback w terapii i edukacji kurs online","Szkolenie ma na celu przedstawienie zagadnienia podstaw wczesnego wspomagania rozwoju, integracji sensoryczne oraz EEG Biofeedback.","Cel szkolenia: Szkolenie ma na celu przedstawienie zagadnienia podstaw wczesnego wspomagania rozwoju, integracji sensoryczne oraz EEG Biofeedback. W szkoleniu zawarto tematykę wybranych aspektów wczesnego wspomagania rozwoju dzieci oraz informacji odnośnie terapii integracji sensorycznej i wiedzy w temacie EEG-Biofeedback.
Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",289.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Wczesne-wspomaganie-rozwoju-z-Biofeedback-i-integracją-sensoryczną-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/EEG-prgram-100x100.png,https://www.kursyzdalne.com/produkt/podstawy-wczesnego-wspomagania-rozwoju-integracji-sensorycznej/,,
Praca z dziećmi o specjalnych potrzebach edukacyjnych kurs online,"W szkoleniu zawarto temat trudności edukacyjnych w pracy pedagoga, a także podstaw specjalnych potrzeb edukacyjnych.","Cel szkolenia:  W szkoleniu zawarto temat trudności edukacyjnych w pracy pedagoga, a także podstaw specjalnych potrzeb edukacyjnych. W szkoleniu omówiono również podstawy wiedzy o autyzmie, a także elementy rewalidacji.
Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminW szkoleniu zawarto temat trudności edukacyjnych w pracy pedagoga, a także podstaw specjalnych potrzeb edukacyjnych.ie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",179.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-z-dziećmi-o-specjalnych-potrzebach-edukacyjnych-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Specjalne-potrzeby-100x100.png,https://www.kursyzdalne.com/produkt/praca-z-dziecmi-o-specjalnych-potrzebach-edukacyjnych/,,
Praca z lękiem u dziecka kurs online,"Zdobycie wiedzy w temacie podstaw lęku u dzieci, a także metod pracy z lękiem. Szkolenie zawiera karty pracy do zastosowania w procesie edukacyjno-terapeutycznym z dziećmi.","Cel szkolenia: jest zdobycie wiedzy w temacie podstaw lęku u dzieci, a także metod pracy z lękiem.
Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie otrzymujesz materiał w formie PDF.
",199.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2021/06/praca-z-lekiem-kurs-online-100x100.jpg,https://www.kursyzdalne.com/wp-content/uploads/2021/06/Podstawy-pracy-z-lekiem-u-dzieci-program-100x100.png,https://www.kursyzdalne.com/produkt/praca-z-lekiem-u-dziecka-kurs-online/,,
"Praca z osobami doświadczającymi przemocy z elementami pracy terapeutycznej poprzez muzykę, plastykę i sztukę kurs online","Jest przedstawienie podstaw pracy z osobami doświadczającymi przemocy z elementami pracy terapeutycznej z pomocą muzyki, plastyki i sztuki.","Cel szkolenia:  jest przedstawienie podstaw pracy z osobami doświadczającymi przemocy z elementami pracy terapeutycznej z pomocą muzyki, plastyki i sztuki. W szkoleniu omówiono czym jest przemoc, jakie są jej rodzaje, a także wybrane modele interwencji kryzysowej. W szkoleniu zawarto również wybrane modele interwencji kryzysowej. Szkolenie wzbogacono o wiedzę z zakresu arteterapii, muzykoterapii, terapii przez plastykę, choreoterapii oraz filmoterapii.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",149.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Praca-z-doświadczającymi-przemocy-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/przemoc-program-100x100.png,https://www.kursyzdalne.com/produkt/praca-z-osobami-doswiadczajacymi-przemocy/,,
Psychomanipulacja w sektach i subkulturach – charakterystyka i strategie działania kurs online,Celem szkolenia jest zaprezentowanie zagadnienia psychomanipulacji w sektach i subkulturach. Szkolenie zawiera podstawową wiedzą dotyczącą subkultur ich powstawania i rozwoju na świecie.,"Cel szkolenia:   jest zaprezentowanie zagadnienia psychomanipulacji w sektach i subkulturach. Szkolenie zawiera podstawową wiedzą dotyczącą subkultur ich powstawania i rozwoju na świecie. W szkoleniu omówiono subkultury religijno-terapeutyczne, zawarto pojęcie kultu, sekty i ruchu religijnego. Omówiono w nim charakterystykę sekt, strategie rekrutacji, stosowane metody psychomanipulacji oraz charakterystykę znanych sekt.
W szkoleniu opisano również subkultury kreatywne.
Dodatkowe informacje:  Szkolenie ma charakter doskonalący.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",149.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Psychomanipulacja-w-sektach-i-subkulturach-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Sekty-program-100x100.png,https://www.kursyzdalne.com/produkt/psychomanipulacja-w-sektach-i-subkulturach-kurs-online/,,
Psychotraumatologia w kontekście prób samobójczych z podstawami psychiatrii dziecięcej i terapii zaburzeń zachowania dzieci i młodzieży kurs online,"Przedstawienie dziedziny psychotraumatologii, z omówieniem zagadnienia traumy, spektrum zaburzeń związanych z traumą, kryteriów diagnostycznych PTSD.","Cel szkolenia:   jest przedstawienie dziedziny psychotraumatologii, z omówieniem zagadnienia traumy, spektrum zaburzeń związanych z traumą, kryteriów diagnostycznych PTSD, pojęcia dysocjacji oraz terapii osób z traumą. W szkoleniu omówiono zburzenia zachowania dzieci i młodzieży, zawarto klasyfikację zaburzeń, metody terapii i leczenia. W szkoleniu znajduje się tematyka psychiatrii dziecięcej, m.in. depresji, PTSD, schizofrenii, zaburzeń odżywiania się oraz zaburzeń lękowych u dzieci i młodzieży.
Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.
Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.
Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.
",239.00zł zł,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Psychotraumatologia-w-kontekście-prób-samobójczych-100x100.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Psychotraumatologia-kurs-100x100.png,https://www.kursyzdalne.com/produkt/psychotraumatologia-w-kontekscie-prob-samobojczych/,,
